Número de factura,Sucursal,Ciudad,Tipo de cliente,Género,Línea de producto,Precio unitario,Cantidad,Impuesto 5%,Total,Fecha,Hora,Método de pago,Costo de bienes vendidos,Porcentaje de margen bruto,Ingreso bruto,Calificación
NuevaFactura5760,C,Naypyitaw,Normal,Masculino,Alimentos y bebidas,"77,56",10,"38,78","814,38",14/03/2019,20:35,Billetera electrónica,"775,6","4,761904762","38,78","6,9"
NuevaFactura6627,C,Naypyitaw,Normal,Masculino,Salud y belleza,"89,75",1,"4,4875","94,2375",06/02/2019,20:05,Tarjeta de crédito,"89,75","4,761904762","4,4875","6,6"
NuevaFactura7609,B,Mandalay,Miembro,Masculino,Salud y belleza,"97,22",9,"43,749","918,729",30/03/2019,14:43,Billetera electrónica,"874,98","4,761904762","43,749","6,0"
NuevaFactura7127,B,Mandalay,Normal,Femenino,Alimentos y bebidas,"71,2",1,"3,56","74,76",05/01/2019,20:40,Tarjeta de crédito,"71,2","4,761904762","3,56","9,2"
NuevaFactura2911,B,Mandalay,Miembro,Femenino,Alimentos y bebidas,"20,01",9,"9,0045","189,0945",06/02/2019,15:47,Billetera electrónica,"180,09","4,761904762","9,0045","4,1"
NuevaFactura7561,A,Yangon,Miembro,Masculino,Salud y belleza,"91,3",1,"4,565","95,865",14/02/2019,14:42,Billetera electrónica,"91,3","4,761904762","4,565","9,2"
NuevaFactura7103,B,Mandalay,Miembro,Femenino,Hogar y estilo de vida,"94,59",7,"33,1065","695,2365",17/01/2019,15:27,Tarjeta de crédito,"662,13","4,761904762","33,1065","4,9"
NuevaFactura7617,B,Mandalay,Normal,Masculino,Salud y belleza,"10,75",8,"4,3","90,3",15/03/2019,14:38,Billetera electrónica,"86,0","4,761904762","4,3","6,2"
NuevaFactura2888,B,Mandalay,Miembro,Masculino,Salud y belleza,"72,57",8,"29,028","609,588",30/03/2019,17:58,Efectivo,"580,56","4,761904762","29,028","4,6"
NuevaFactura1029,C,Naypyitaw,Normal,Femenino,Deportes y viajes,"22,38",1,"1,119","23,499",30/01/2019,17:08,Tarjeta de crédito,"22,38","4,761904762","1,119","8,6"
NuevaFactura8775,C,Naypyitaw,Miembro,Femenino,Alimentos y bebidas,"80,36",4,"16,072","337,512",23/02/2019,18:45,Tarjeta de crédito,"321,44","4,761904762","16,072","8,3"
NuevaFactura7412,C,Naypyitaw,Miembro,Femenino,Alimentos y bebidas,"68,54",8,"27,416","575,736",08/01/2019,15:57,Billetera electrónica,"548,32","4,761904762","27,416","8,5"
NuevaFactura5487,C,Naypyitaw,Miembro,Femenino,Accesorios de moda,"80,48",3,"12,072","253,512",15/02/2019,12:31,Efectivo,"241,44","4,761904762","12,072","8,1"
NuevaFactura6375,A,Yangon,Normal,Masculino,Accesorios de moda,"83,24",9,"37,458","786,618",29/01/2019,11:56,Tarjeta de crédito,"749,16","4,761904762","37,458","7,4"
NuevaFactura7779,C,Naypyitaw,Normal,Femenino,Accesorios de moda,"64,99",1,"3,2495","68,2395",26/01/2019,10:06,Tarjeta de crédito,"64,99","4,761904762","3,2495","4,5"
NuevaFactura3990,C,Naypyitaw,Normal,Masculino,Hogar y estilo de vida,"95,58",10,"47,79","1003,59",16/01/2019,13:32,Efectivo,"955,8","4,761904762","47,79","4,8"
NuevaFactura8758,A,Yangon,Miembro,Femenino,Hogar y estilo de vida,"89,21",9,"40,1445","843,0345",15/01/2019,15:42,Tarjeta de crédito,"802,89","4,761904762","40,1445","6,5"
NuevaFactura8768,B,Mandalay,Miembro,Femenino,Deportes y viajes,"64,83",2,"6,483","136,143",08/01/2019,11:59,Tarjeta de crédito,"129,66","4,761904762","6,483","8,0"
NuevaFactura2307,A,Yangon,Normal,Masculino,Accesorios electrónicos,"10,56",8,"4,224","88,704",24/01/2019,17:43,Efectivo,"84,48","4,761904762","4,224","7,6"
NuevaFactura7059,C,Naypyitaw,Miembro,Masculino,Accesorios de moda,"93,2",2,"9,32","195,72",28/02/2019,18:37,Tarjeta de crédito,"186,4","4,761904762","9,32","6,0"
NuevaFactura4678,A,Yangon,Normal,Femenino,Accesorios electrónicos,"26,31",5,"6,5775","138,1275",18/01/2019,20:59,Tarjeta de crédito,"131,55","4,761904762","6,5775","8,8"
NuevaFactura8579,A,Yangon,Miembro,Femenino,Accesorios electrónicos,"73,47",10,"36,735","771,435",23/03/2019,13:14,Billetera electrónica,"734,7","4,761904762","36,735","9,5"
NuevaFactura8221,C,Naypyitaw,Miembro,Masculino,Salud y belleza,"33,81",3,"5,0715","106,5015",26/01/2019,15:11,Billetera electrónica,"101,43","4,761904762","5,0715","7,3"
NuevaFactura6615,A,Yangon,Normal,Femenino,Hogar y estilo de vida,"63,42",8,"25,368","532,728",11/03/2019,12:55,Billetera electrónica,"507,36","4,761904762","25,368","7,4"
NuevaFactura7104,A,Yangon,Normal,Femenino,Hogar y estilo de vida,"77,47",4,"15,494","325,374",17/03/2019,16:36,Efectivo,"309,88","4,761904762","15,494","4,2"
NuevaFactura3262,B,Mandalay,Miembro,Masculino,Accesorios de moda,"51,36",1,"2,568","53,928",16/01/2019,15:26,Billetera electrónica,"51,36","4,761904762","2,568","5,2"
NuevaFactura9391,B,Mandalay,Miembro,Masculino,Salud y belleza,"64,36",9,"28,962","608,202",12/03/2019,12:09,Tarjeta de crédito,"579,24","4,761904762","28,962","8,6"
NuevaFactura5119,C,Naypyitaw,Normal,Masculino,Accesorios electrónicos,"30,61",6,"9,183","192,843",12/03/2019,20:36,Efectivo,"183,66","4,761904762","9,183","9,3"
NuevaFactura6940,B,Mandalay,Miembro,Femenino,Salud y belleza,"41,06",6,"12,318","258,678",05/03/2019,13:30,Tarjeta de crédito,"246,36","4,761904762","12,318","8,3"
NuevaFactura4210,B,Mandalay,Miembro,Femenino,Accesorios de moda,"68,71",4,"13,742","288,582",04/01/2019,19:01,Efectivo,"274,84","4,761904762","13,742","4,1"
NuevaFactura8637,A,Yangon,Normal,Femenino,Salud y belleza,"15,8",3,"2,37","49,77",25/03/2019,18:02,Efectivo,"47,4","4,761904762","2,37","9,5"
NuevaFactura9899,C,Naypyitaw,Miembro,Femenino,Alimentos y bebidas,"47,27",6,"14,181","297,801",05/02/2019,10:17,Efectivo,"283,62","4,761904762","14,181","8,8"
NuevaFactura7661,A,Yangon,Normal,Masculino,Accesorios electrónicos,"97,16",1,"4,858","102,018",08/03/2019,20:38,Billetera electrónica,"97,16","4,761904762","4,858","7,2"
NuevaFactura8823,B,Mandalay,Miembro,Femenino,Alimentos y bebidas,"98,79",3,"14,8185","311,1885",23/02/2019,20:00,Billetera electrónica,"296,37","4,761904762","14,8185","6,4"
NuevaFactura7058,A,Yangon,Normal,Masculino,Salud y belleza,"51,71",4,"10,342","217,182",09/03/2019,13:53,Tarjeta de crédito,"206,84","4,761904762","10,342","9,8"
NuevaFactura9137,B,Mandalay,Miembro,Masculino,Accesorios electrónicos,"25,51",4,"5,102","107,142",09/03/2019,17:03,Efectivo,"102,04","4,761904762","5,102","6,8"
NuevaFactura9191,A,Yangon,Miembro,Masculino,Deportes y viajes,"12,76",2,"1,276","26,796",08/01/2019,18:06,Billetera electrónica,"25,52","4,761904762","1,276","7,8"
NuevaFactura9840,B,Mandalay,Normal,Femenino,Deportes y viajes,"42,97",3,"6,4455","135,3555",03/02/2019,11:46,Efectivo,"128,91","4,761904762","6,4455","9,3"
NuevaFactura8803,B,Mandalay,Miembro,Masculino,Salud y belleza,"39,01",1,"1,9505","40,9605",12/03/2019,16:46,Tarjeta de crédito,"39,01","4,761904762","1,9505","4,7"
NuevaFactura7662,C,Naypyitaw,Miembro,Femenino,Alimentos y bebidas,"78,31",10,"39,155","822,255",05/03/2019,16:24,Billetera electrónica,"783,1","4,761904762","39,155","6,6"
NuevaFactura6426,C,Naypyitaw,Miembro,Femenino,Alimentos y bebidas,"87,48",6,"26,244","551,124",01/02/2019,18:43,Billetera electrónica,"524,88","4,761904762","26,244","5,1"
NuevaFactura1181,C,Naypyitaw,Miembro,Masculino,Deportes y viajes,"58,39",7,"20,4365","429,1665",23/02/2019,19:49,Tarjeta de crédito,"408,73","4,761904762","20,4365","8,2"
NuevaFactura9261,C,Naypyitaw,Miembro,Masculino,Hogar y estilo de vida,"55,57",3,"8,3355","175,0455",08/01/2019,11:42,Tarjeta de crédito,"166,71","4,761904762","8,3355","5,9"
NuevaFactura3801,C,Naypyitaw,Normal,Masculino,Alimentos y bebidas,"89,2",10,"44,6","936,6",11/02/2019,15:42,Tarjeta de crédito,"892,0","4,761904762","44,6","4,4"
NuevaFactura1750,C,Naypyitaw,Normal,Masculino,Alimentos y bebidas,"21,58",1,"1,079","22,659",09/02/2019,10:02,Billetera electrónica,"21,58","4,761904762","1,079","7,2"
NuevaFactura3554,A,Yangon,Normal,Masculino,Alimentos y bebidas,"73,88",6,"22,164","465,444",23/03/2019,19:16,Billetera electrónica,"443,28","4,761904762","22,164","4,4"
NuevaFactura2087,C,Naypyitaw,Miembro,Femenino,Deportes y viajes,"90,63",9,"40,7835","856,4535",18/01/2019,15:28,Efectivo,"815,67","4,761904762","40,7835","5,1"
NuevaFactura2333,B,Mandalay,Miembro,Masculino,Salud y belleza,"66,47",10,"33,235","697,935",15/01/2019,15:01,Tarjeta de crédito,"664,7","4,761904762","33,235","5,0"
NuevaFactura6051,A,Yangon,Miembro,Masculino,Accesorios electrónicos,"36,36",4,"7,272","152,712",25/03/2019,13:07,Efectivo,"145,44","4,761904762","7,272","7,6"
NuevaFactura3758,B,Mandalay,Normal,Masculino,Salud y belleza,"87,87",10,"43,935","922,635",29/03/2019,10:25,Billetera electrónica,"878,7","4,761904762","43,935","5,1"
NuevaFactura2105,B,Mandalay,Miembro,Femenino,Accesorios de moda,"91,54",4,"18,308","384,468",23/03/2019,19:20,Tarjeta de crédito,"366,16","4,761904762","18,308","4,8"
NuevaFactura6556,C,Naypyitaw,Normal,Masculino,Accesorios electrónicos,"83,08",1,"4,154","87,234",23/01/2019,17:16,Billetera electrónica,"83,08","4,761904762","4,154","6,4"
NuevaFactura8843,A,Yangon,Normal,Masculino,Alimentos y bebidas,"33,88",8,"13,552","284,592",19/01/2019,20:29,Billetera electrónica,"271,04","4,761904762","13,552","9,6"
NuevaFactura2033,B,Mandalay,Normal,Masculino,Hogar y estilo de vida,"45,97",4,"9,194","193,074",09/02/2019,12:02,Billetera electrónica,"183,88","4,761904762","9,194","5,1"
NuevaFactura4012,C,Naypyitaw,Miembro,Masculino,Accesorios de moda,"70,99",10,"35,495","745,395",20/03/2019,16:28,Efectivo,"709,9","4,761904762","35,495","5,7"
NuevaFactura3120,C,Naypyitaw,Miembro,Femenino,Hogar y estilo de vida,"86,27",1,"4,3135","90,5835",20/02/2019,13:24,Billetera electrónica,"86,27","4,761904762","4,3135","7,0"
NuevaFactura3979,A,Yangon,Miembro,Femenino,Accesorios de moda,"19,66",10,"9,83","206,43",15/03/2019,18:20,Tarjeta de crédito,"196,6","4,761904762","9,83","7,2"
NuevaFactura3140,C,Naypyitaw,Normal,Femenino,Accesorios de moda,"27,02",3,"4,053","85,113",02/03/2019,13:01,Tarjeta de crédito,"81,06","4,761904762","4,053","7,1"
NuevaFactura7008,C,Naypyitaw,Normal,Femenino,Alimentos y bebidas,"16,48",6,"4,944","103,824",07/02/2019,18:23,Billetera electrónica,"98,88","4,761904762","4,944","9,9"
NuevaFactura4725,C,Naypyitaw,Normal,Femenino,Alimentos y bebidas,"90,24",6,"27,072","568,512",27/01/2019,11:17,Efectivo,"541,44","4,761904762","27,072","6,2"
NuevaFactura7609,A,Yangon,Miembro,Femenino,Hogar y estilo de vida,"70,32",2,"7,032","147,672",24/03/2019,14:22,Billetera electrónica,"140,64","4,761904762","7,032","9,6"
NuevaFactura2674,A,Yangon,Normal,Masculino,Deportes y viajes,"72,5",8,"29,0","609,0",16/03/2019,19:25,Billetera electrónica,"580,0","4,761904762","29,0","9,2"
NuevaFactura2421,A,Yangon,Miembro,Masculino,Deportes y viajes,"88,63",3,"13,2945","279,1845",02/03/2019,17:36,Billetera electrónica,"265,89","4,761904762","13,2945","6,0"
NuevaFactura8692,A,Yangon,Miembro,Femenino,Deportes y viajes,"27,93",5,"6,9825","146,6325",29/01/2019,15:48,Efectivo,"139,65","4,761904762","6,9825","5,9"
NuevaFactura7389,B,Mandalay,Normal,Masculino,Deportes y viajes,"93,38",1,"4,669","98,049",03/01/2019,13:07,Efectivo,"93,38","4,761904762","4,669","9,6"
NuevaFactura8778,B,Mandalay,Normal,Masculino,Hogar y estilo de vida,"50,28",5,"12,57","263,97",07/03/2019,13:58,Billetera electrónica,"251,4","4,761904762","12,57","9,7"
NuevaFactura8016,A,Yangon,Miembro,Femenino,Alimentos y bebidas,"14,23",5,"3,5575","74,7075",01/02/2019,10:08,Tarjeta de crédito,"71,15","4,761904762","3,5575","4,4"
NuevaFactura1167,B,Mandalay,Miembro,Masculino,Alimentos y bebidas,"23,34",4,"4,668","98,028",04/02/2019,18:53,Billetera electrónica,"93,36","4,761904762","4,668","7,4"
NuevaFactura4626,A,Yangon,Normal,Masculino,Deportes y viajes,"64,59",4,"12,918","271,278",06/01/2019,13:35,Billetera electrónica,"258,36","4,761904762","12,918","9,3"
NuevaFactura2080,B,Mandalay,Normal,Femenino,Accesorios electrónicos,"25,45",1,"1,2725","26,7225",10/03/2019,18:10,Tarjeta de crédito,"25,45","4,761904762","1,2725","5,1"
NuevaFactura7449,B,Mandalay,Miembro,Masculino,Accesorios de moda,"49,92",2,"4,992","104,832",06/03/2019,11:55,Tarjeta de crédito,"99,84","4,761904762","4,992","7,0"
NuevaFactura2551,C,Naypyitaw,Normal,Masculino,Salud y belleza,"62,87",2,"6,287","132,027",01/01/2019,11:43,Efectivo,"125,74","4,761904762","6,287","5,0"
NuevaFactura3417,A,Yangon,Normal,Femenino,Accesorios electrónicos,"99,56",8,"39,824","836,304",14/02/2019,17:03,Tarjeta de crédito,"796,48","4,761904762","39,824","5,2"
NuevaFactura8186,C,Naypyitaw,Miembro,Masculino,Accesorios de moda,"93,2",2,"9,32","195,72",28/02/2019,18:37,Tarjeta de crédito,"186,4","4,761904762","9,32","6,0"
NuevaFactura1297,C,Naypyitaw,Normal,Femenino,Accesorios de moda,"27,02",3,"4,053","85,113",02/03/2019,13:01,Tarjeta de crédito,"81,06","4,761904762","4,053","7,1"
NuevaFactura4983,B,Mandalay,Normal,Masculino,Hogar y estilo de vida,"33,2",2,"3,32","69,72",15/03/2019,12:20,Tarjeta de crédito,"66,4","4,761904762","3,32","4,4"
NuevaFactura1045,C,Naypyitaw,Miembro,Masculino,Accesorios de moda,"98,7",8,"39,48","829,08",31/01/2019,10:36,Billetera electrónica,"789,6","4,761904762","39,48","8,5"
NuevaFactura1484,A,Yangon,Normal,Femenino,Alimentos y bebidas,"71,68",3,"10,752","225,792",28/03/2019,15:30,Tarjeta de crédito,"215,04","4,761904762","10,752","9,2"
NuevaFactura1986,B,Mandalay,Normal,Femenino,Accesorios electrónicos,"25,45",1,"1,2725","26,7225",10/03/2019,18:10,Tarjeta de crédito,"25,45","4,761904762","1,2725","5,1"
NuevaFactura1341,B,Mandalay,Normal,Masculino,Hogar y estilo de vida,"31,75",4,"6,35","133,35",08/02/2019,15:26,Efectivo,"127,0","4,761904762","6,35","8,6"
NuevaFactura8293,B,Mandalay,Miembro,Femenino,Alimentos y bebidas,"73,05",10,"36,525","767,025",03/03/2019,12:25,Tarjeta de crédito,"730,5","4,761904762","36,525","8,7"
NuevaFactura8111,B,Mandalay,Miembro,Femenino,Salud y belleza,"19,15",1,"0,9575","20,1075",28/01/2019,17:58,Tarjeta de crédito,"19,15","4,761904762","0,9575","9,5"
NuevaFactura6822,B,Mandalay,Miembro,Femenino,Accesorios de moda,"72,04",2,"7,204","151,284",04/02/2019,19:38,Efectivo,"144,08","4,761904762","7,204","9,5"
NuevaFactura6909,B,Mandalay,Normal,Masculino,Salud y belleza,"30,35",7,"10,6225","223,0725",19/03/2019,18:19,Efectivo,"212,45","4,761904762","10,6225","8,0"
NuevaFactura4948,C,Naypyitaw,Miembro,Masculino,Salud y belleza,"75,88",1,"3,794","79,674",03/01/2019,10:30,Tarjeta de crédito,"75,88","4,761904762","3,794","7,1"
NuevaFactura5003,C,Naypyitaw,Normal,Femenino,Deportes y viajes,"98,8",2,"9,88","207,48",21/02/2019,11:39,Efectivo,"197,6","4,761904762","9,88","7,7"
NuevaFactura1638,C,Naypyitaw,Normal,Masculino,Accesorios de moda,"86,13",2,"8,613","180,873",07/02/2019,17:59,Efectivo,"172,26","4,761904762","8,613","8,2"
NuevaFactura6239,B,Mandalay,Miembro,Femenino,Deportes y viajes,"60,08",7,"21,028","441,588",14/02/2019,11:36,Tarjeta de crédito,"420,56","4,761904762","21,028","4,5"
NuevaFactura1125,B,Mandalay,Miembro,Femenino,Accesorios electrónicos,"21,43",10,"10,715","225,015",28/01/2019,11:51,Efectivo,"214,3","4,761904762","10,715","6,2"
NuevaFactura7263,B,Mandalay,Normal,Masculino,Alimentos y bebidas,"39,9",10,"19,95","418,95",20/02/2019,15:24,Tarjeta de crédito,"399,0","4,761904762","19,95","5,9"
NuevaFactura5684,A,Yangon,Normal,Masculino,Accesorios electrónicos,"10,56",8,"4,224","88,704",24/01/2019,17:43,Efectivo,"84,48","4,761904762","4,224","7,6"
NuevaFactura6843,C,Naypyitaw,Miembro,Femenino,Alimentos y bebidas,"74,89",4,"14,978","314,538",01/03/2019,15:32,Billetera electrónica,"299,56","4,761904762","14,978","4,2"
NuevaFactura6486,A,Yangon,Normal,Masculino,Salud y belleza,"32,46",8,"12,984","272,664",27/03/2019,13:48,Tarjeta de crédito,"259,68","4,761904762","12,984","4,9"
NuevaFactura8387,B,Mandalay,Miembro,Femenino,Deportes y viajes,"48,5",3,"7,275","152,775",08/01/2019,12:50,Efectivo,"145,5","4,761904762","7,275","6,7"
NuevaFactura6693,C,Naypyitaw,Normal,Masculino,Alimentos y bebidas,"31,77",4,"6,354","133,434",14/01/2019,14:43,Billetera electrónica,"127,08","4,761904762","6,354","6,2"
NuevaFactura2308,B,Mandalay,Normal,Femenino,Deportes y viajes,"93,31",2,"9,331","195,951",25/03/2019,17:53,Efectivo,"186,62","4,761904762","9,331","6,3"
NuevaFactura8179,B,Mandalay,Normal,Masculino,Accesorios electrónicos,"87,08",7,"30,478","640,038",26/01/2019,15:17,Efectivo,"609,56","4,761904762","30,478","5,5"
NuevaFactura6683,A,Yangon,Normal,Masculino,Salud y belleza,"51,71",4,"10,342","217,182",09/03/2019,13:53,Tarjeta de crédito,"206,84","4,761904762","10,342","9,8"
NuevaFactura4101,A,Yangon,Miembro,Femenino,Deportes y viajes,"98,4",7,"34,44","723,24",12/03/2019,12:43,Tarjeta de crédito,"688,8","4,761904762","34,44","8,7"
NuevaFactura4007,C,Naypyitaw,Miembro,Femenino,Deportes y viajes,"54,55",10,"27,275","572,775",02/03/2019,11:22,Tarjeta de crédito,"545,5","4,761904762","27,275","7,1"
NuevaFactura4645,C,Naypyitaw,Miembro,Masculino,Accesorios electrónicos,"96,82",3,"14,523","304,983",30/03/2019,20:37,Efectivo,"290,46","4,761904762","14,523","6,7"
NuevaFactura8971,A,Yangon,Miembro,Masculino,Deportes y viajes,"76,92",10,"38,46","807,66",17/03/2019,19:53,Billetera electrónica,"769,2","4,761904762","38,46","5,6"
NuevaFactura4195,C,Naypyitaw,Miembro,Femenino,Accesorios de moda,"82,63",10,"41,315","867,615",19/03/2019,17:08,Billetera electrónica,"826,3","4,761904762","41,315","7,9"
NuevaFactura9032,C,Naypyitaw,Normal,Femenino,Deportes y viajes,"49,33",10,"24,665","517,965",03/02/2019,16:40,Tarjeta de crédito,"493,3","4,761904762","24,665","9,4"
NuevaFactura1116,C,Naypyitaw,Miembro,Femenino,Accesorios electrónicos,"30,2",8,"12,08","253,68",03/03/2019,19:30,Billetera electrónica,"241,6","4,761904762","12,08","5,1"
NuevaFactura3375,C,Naypyitaw,Miembro,Masculino,Alimentos y bebidas,"94,26",4,"18,852","395,892",12/03/2019,16:30,Efectivo,"377,04","4,761904762","18,852","8,6"
NuevaFactura4112,B,Mandalay,Miembro,Femenino,Alimentos y bebidas,"74,6",10,"37,3","783,3",08/01/2019,20:55,Efectivo,"746,0","4,761904762","37,3","9,5"
NuevaFactura6874,B,Mandalay,Normal,Femenino,Accesorios electrónicos,"99,73",9,"44,8785","942,4485",02/03/2019,19:42,Tarjeta de crédito,"897,57","4,761904762","44,8785","6,5"
NuevaFactura2173,A,Yangon,Miembro,Masculino,Accesorios electrónicos,"36,36",4,"7,272","152,712",25/03/2019,13:07,Efectivo,"145,44","4,761904762","7,272","7,6"
NuevaFactura6542,C,Naypyitaw,Normal,Femenino,Accesorios de moda,"31,73",9,"14,2785","299,8485",08/01/2019,16:17,Tarjeta de crédito,"285,57","4,761904762","14,2785","5,9"
NuevaFactura8657,B,Mandalay,Miembro,Femenino,Hogar y estilo de vida,"40,73",7,"14,2555","299,3655",12/03/2019,11:01,Billetera electrónica,"285,11","4,761904762","14,2555","5,4"
NuevaFactura4623,A,Yangon,Miembro,Masculino,Deportes y viajes,"12,76",2,"1,276","26,796",08/01/2019,18:06,Billetera electrónica,"25,52","4,761904762","1,276","7,8"
NuevaFactura2018,B,Mandalay,Miembro,Femenino,Accesorios de moda,"29,56",5,"7,39","155,19",13/02/2019,16:59,Efectivo,"147,8","4,761904762","7,39","6,9"
NuevaFactura1265,B,Mandalay,Normal,Masculino,Accesorios electrónicos,"75,88",7,"26,558","557,718",24/01/2019,10:38,Billetera electrónica,"531,16","4,761904762","26,558","8,9"
NuevaFactura9988,C,Naypyitaw,Normal,Masculino,Accesorios de moda,"12,78",1,"0,639","13,419",08/01/2019,14:11,Billetera electrónica,"12,78","4,761904762","0,639","9,5"
NuevaFactura6465,B,Mandalay,Normal,Masculino,Hogar y estilo de vida,"37,48",3,"5,622","118,062",20/01/2019,13:45,Tarjeta de crédito,"112,44","4,761904762","5,622","7,7"
NuevaFactura9891,C,Naypyitaw,Miembro,Masculino,Accesorios electrónicos,"84,25",2,"8,425","176,925",26/03/2019,14:13,Tarjeta de crédito,"168,5","4,761904762","8,425","5,3"
NuevaFactura6446,A,Yangon,Miembro,Masculino,Accesorios electrónicos,"21,5",9,"9,675","203,175",06/03/2019,12:46,Tarjeta de crédito,"193,5","4,761904762","9,675","7,8"
NuevaFactura3714,A,Yangon,Normal,Masculino,Deportes y viajes,"25,84",3,"3,876","81,396",10/03/2019,18:55,Billetera electrónica,"77,52","4,761904762","3,876","6,6"
NuevaFactura4553,B,Mandalay,Normal,Masculino,Hogar y estilo de vida,"99,7",3,"14,955","314,055",18/03/2019,11:29,Billetera electrónica,"299,1","4,761904762","14,955","4,7"
NuevaFactura6894,A,Yangon,Miembro,Femenino,Hogar y estilo de vida,"34,42",6,"10,326","216,846",30/03/2019,12:45,Billetera electrónica,"206,52","4,761904762","10,326","7,5"
NuevaFactura8935,C,Naypyitaw,Miembro,Masculino,Salud y belleza,"90,5",10,"45,25","950,25",25/01/2019,13:48,Efectivo,"905,0","4,761904762","45,25","8,1"
NuevaFactura4934,C,Naypyitaw,Miembro,Masculino,Hogar y estilo de vida,"63,91",8,"25,564","536,844",13/03/2019,19:52,Tarjeta de crédito,"511,28","4,761904762","25,564","4,6"
NuevaFactura6633,A,Yangon,Normal,Masculino,Deportes y viajes,"64,59",4,"12,918","271,278",06/01/2019,13:35,Billetera electrónica,"258,36","4,761904762","12,918","9,3"
NuevaFactura9453,B,Mandalay,Normal,Femenino,Salud y belleza,"82,88",5,"20,72","435,12",24/03/2019,14:08,Tarjeta de crédito,"414,4","4,761904762","20,72","6,6"
NuevaFactura8523,B,Mandalay,Normal,Masculino,Accesorios electrónicos,"22,01",6,"6,603","138,663",02/01/2019,18:50,Efectivo,"132,06","4,761904762","6,603","7,6"
NuevaFactura5770,C,Naypyitaw,Normal,Femenino,Accesorios de moda,"22,51",7,"7,8785","165,4485",13/02/2019,10:50,Tarjeta de crédito,"157,57","4,761904762","7,8785","4,8"
NuevaFactura1432,A,Yangon,Normal,Femenino,Alimentos y bebidas,"67,1",3,"10,065","211,365",15/02/2019,10:36,Efectivo,"201,3","4,761904762","10,065","7,5"
NuevaFactura8226,C,Naypyitaw,Normal,Masculino,Deportes y viajes,"76,4",2,"7,64","160,44",30/01/2019,19:42,Billetera electrónica,"152,8","4,761904762","7,64","6,5"
NuevaFactura2624,B,Mandalay,Miembro,Masculino,Salud y belleza,"97,22",9,"43,749","918,729",30/03/2019,14:43,Billetera electrónica,"874,98","4,761904762","43,749","6,0"
NuevaFactura2491,A,Yangon,Normal,Femenino,Alimentos y bebidas,"67,1",3,"10,065","211,365",15/02/2019,10:36,Efectivo,"201,3","4,761904762","10,065","7,5"
NuevaFactura6856,B,Mandalay,Normal,Femenino,Accesorios electrónicos,"38,27",2,"3,827","80,367",02/03/2019,18:18,Tarjeta de crédito,"76,54","4,761904762","3,827","5,8"
NuevaFactura3602,A,Yangon,Miembro,Femenino,Hogar y estilo de vida,"21,54",9,"9,693","203,553",07/01/2019,11:44,Tarjeta de crédito,"193,86","4,761904762","9,693","8,8"
NuevaFactura4436,A,Yangon,Miembro,Femenino,Salud y belleza,"18,33",1,"0,9165","19,2465",02/02/2019,18:50,Efectivo,"18,33","4,761904762","0,9165","4,3"
NuevaFactura6996,B,Mandalay,Miembro,Masculino,Alimentos y bebidas,"23,34",4,"4,668","98,028",04/02/2019,18:53,Billetera electrónica,"93,36","4,761904762","4,668","7,4"
NuevaFactura8597,A,Yangon,Normal,Femenino,Accesorios electrónicos,"51,19",4,"10,238","214,998",18/03/2019,17:15,Tarjeta de crédito,"204,76","4,761904762","10,238","4,7"
NuevaFactura9841,B,Mandalay,Normal,Masculino,Accesorios electrónicos,"28,38",5,"7,095","148,995",06/03/2019,20:57,Efectivo,"141,9","4,761904762","7,095","9,4"
NuevaFactura9459,C,Naypyitaw,Miembro,Masculino,Accesorios electrónicos,"65,94",4,"13,188","276,948",07/02/2019,13:05,Tarjeta de crédito,"263,76","4,761904762","13,188","6,9"
NuevaFactura6714,A,Yangon,Normal,Masculino,Accesorios de moda,"46,41",1,"2,3205","48,7305",03/03/2019,20:06,Tarjeta de crédito,"46,41","4,761904762","2,3205","4,0"
NuevaFactura4269,A,Yangon,Normal,Masculino,Accesorios electrónicos,"51,69",7,"18,0915","379,9215",26/01/2019,18:22,Efectivo,"361,83","4,761904762","18,0915","5,5"
NuevaFactura7658,B,Mandalay,Miembro,Masculino,Hogar y estilo de vida,"30,12",8,"12,048","253,008",03/03/2019,13:01,Efectivo,"240,96","4,761904762","12,048","7,7"
NuevaFactura9243,A,Yangon,Normal,Femenino,Accesorios electrónicos,"60,88",9,"27,396","575,316",15/01/2019,17:17,Billetera electrónica,"547,92","4,761904762","27,396","4,7"
NuevaFactura8005,C,Naypyitaw,Miembro,Femenino,Alimentos y bebidas,"72,52",8,"29,008","609,168",30/03/2019,19:26,Tarjeta de crédito,"580,16","4,761904762","29,008","4,0"
NuevaFactura9080,C,Naypyitaw,Miembro,Femenino,Alimentos y bebidas,"30,41",1,"1,5205","31,9305",22/02/2019,10:36,Tarjeta de crédito,"30,41","4,761904762","1,5205","8,4"
NuevaFactura6439,B,Mandalay,Normal,Femenino,Accesorios de moda,"39,62",7,"13,867","291,207",25/01/2019,13:18,Efectivo,"277,34","4,761904762","13,867","7,5"
NuevaFactura5570,A,Yangon,Miembro,Masculino,Salud y belleza,"51,94",10,"25,97","545,37",09/03/2019,18:24,Billetera electrónica,"519,4","4,761904762","25,97","6,5"
NuevaFactura4378,C,Naypyitaw,Normal,Masculino,Accesorios electrónicos,"96,37",7,"33,7295","708,3195",09/01/2019,11:40,Efectivo,"674,59","4,761904762","33,7295","6,0"
